(* ́д`*)逝っちゃイヤァーン!!,5,5,5122,記号,一般,*,*,*,*,(* ́д`*)逝っちゃイヤァーン!!
ε=ε=ε=ヾ( ́∀`*)ノ イッテキマース,5,5,5122,記号,一般,*,*,*,*,ε=ε=ε=ヾ( ́∀`*)ノ イッテキマース
( ゚д゚)イッテヨスィ,5,5,6057,記号,一般,*,*,*,*,( ゚д゚)イッテヨスィ
イッテ( ゚д゚)(゚д゚ )ヨシ,5,5,5984,記号,一般,*,*,*,*,イッテ( ゚д゚)(゚д゚ )ヨシ
ー⊂ ́⌒∠;゚д゚)ゝつ イ、イッテヨシ...,5,5,5122,記号,一般,*,*,*,*,ー⊂ ́⌒∠;゚д゚)ゝつ イ、イッテヨシ...
(  ́∀`)ьイッテ......(  ́∀`)p ヨシ!,5,5,5122,記号,一般,*,*,*,*,(  ́∀`)ьイッテ......(  ́∀`)p ヨシ!
( ・д・)いってよち,5,5,6067,記号,一般,*,*,*,*,( ・д・)いってよち
┌( ゚д゚)ノ イッテラー,5,5,6099,記号,一般,*,*,*,*,┌( ゚д゚)ノ イッテラー
∫∫ ゚∀゚)ノ 行ってらっしゃい,5,5,5984,記号,一般,*,*,*,*,∫∫ ゚∀゚)ノ 行ってらっしゃい
(・∀・)イイ!!,5,5,6261,記号,一般,*,*,*,*,(・∀・)イイ!!
(・∀・)イイ!!,5,5,6261,記号,一般,*,*,*,*,(・∀・)イイ!!
( ・∀・)イイ!!,5,5,6297,記号,一般,*,*,*,*,( ・∀・)イイ!!
(・∀・)イイコトイッタ!!,5,5,6099,記号,一般,*,*,*,*,(・∀・)イイコトイッタ!!
(・∀・)イイネ!!,5,5,6297,記号,一般,*,*,*,*,(・∀・)イイネ!!
(・∀・)イイヨイイヨー,5,5,6057,記号,一般,*,*,*,*,(・∀・)イイヨイイヨー
(゚з゚)イインデネーノ?,5,5,5993,記号,一般,*,*,*,*,(゚з゚)イインデネーノ?
v( ̄д ̄)v イエーイ,5,5,6099,記号,一般,*,*,*,*,v( ̄д ̄)v イエーイ
☆ー(ノ゚д゚)八(゚д゚ )ノイエーイ,5,5,5122,記号,一般,*,*,*,*,☆ー(ノ゚д゚)八(゚д゚ )ノイエーイ
☆ーヽ(* ́∀`)八( ́∀`*)ノイエーイ,5,5,5122,記号,一般,*,*,*,*,☆ーヽ(* ́∀`)八( ́∀`*)ノイエーイ
イェーヽ( ゚д゚)人(゚д゚ )ノーィ,5,5,5122,記号,一般,*,*,*,*,イェーヽ( ゚д゚)人(゚д゚ )ノーィ
| ゚д゚| ノ イカガナモノカ,5,5,5709,記号,一般,*,*,*,*,| ゚д゚| ノ イカガナモノカ
σd(゚∀゚d)イカス!,5,5,6057,記号,一般,*,*,*,*,σd(゚∀゚d)イカス!
シネ!!(・∀・∀・)イキロ!!,5,5,5709,記号,一般,*,*,*,*,シネ!!(・∀・∀・)イキロ!!
つωt`)ヾ (゚д゚ )...イキロ,5,5,5122,記号,一般,*,*,*,*,つωt`)ヾ (゚д゚ )...イキロ
( ゚д゚)_σ異議あり!!,5,5,6099,記号,一般,*,*,*,*,( ゚д゚)_σ異議あり!!
(・a・)イクナイ!!,5,5,6067,記号,一般,*,*,*,*,(・a・)イクナイ!!
(・a・)イクナイ!!,5,5,6067,記号,一般,*,*,*,*,(・a・)イクナイ!!
イイ(・∀・д・)クナイ!,5,5,5993,記号,一般,*,*,*,*,イイ(・∀・д・)クナイ!
イイ!!(・∀・a・)イクナイ!!,5,5,5984,記号,一般,*,*,*,*,イイ!!(・∀・a・)イクナイ!!
イクナー(゚∀゚)ー( ゚∀)ー(  ゚)ー(  )ー(  )ー(゚  )ー(a゚ )ー(゚a゚)ーイ!!!!!,5,5,5122,記号,一般,*,*,*,*,イクナー(゚∀゚)ー( ゚∀)ー(  ゚)ー(  )ー(  )ー(゚  )ー(a゚ )ー(゚a゚)ーイ!!!!!
( ・∀・ )ノ イジメカコワルイ,5,5,5984,記号,一般,*,*,*,*,( ・∀・ )ノ イジメカコワルイ
σ(゚д゚ υ) イタ!!,5,5,5993,記号,一般,*,*,*,*,σ(゚д゚ υ) イタ!!
((( ))),5,5,2522,記号,一般,*,*,*,*,((( )))
イネー(゚д゚;)ー!!,5,5,6057,記号,一般,*,*,*,*,イネー(゚д゚;)ー!!
イネー( ゚å゚;)ー!!?,5,5,6099,記号,一般,*,*,*,*,イネー( ゚å゚;)ー!!?
(; ́ρ`)イマオキタヨ,5,5,5993,記号,一般,*,*,*,*,(; ́ρ`)イマオキタヨ
ヽ(; ́д`)ノ ランタ タンタン♪,5,5,5122,記号,一般,*,*,*,*,ヽ(; ́д`)ノ ランタ タンタン♪
|д`)・・イマノウチ ♪,5,5,5993,記号,一般,*,*,*,*,|д`)・・イマノウチ ♪
(∀`*)ゞイヤァ,5,5,6261,記号,一般,*,*,*,*,(∀`*)ゞイヤァ
( ; ́д`)いやぁぁぁぁぁー!,5,5,5984,記号,一般,*,*,*,*,( ; ́д`)いやぁぁぁぁぁー!
ヽ( ́д`ヽ)(/ ́д`)/イヤァァァー,5,5,5122,記号,一般,*,*,*,*,ヽ( ́д`ヽ)(/ ́д`)/イヤァァァー
イヤー(* ́∀`)ーン!!!!,5,5,5709,記号,一般,*,*,*,*,イヤー(* ́∀`)ーン!!!!
イヤダワァ*・ ゚゚・*:.。..。.:*・ ゚(n‘д‘)η゚・*:.。. .。.:*・ ゚゚・* !!!!!,5,5,5122,記号,一般,*,*,*,*,イヤダワァ*・ ゚゚・*:.。..。.:*・ ゚(n‘д‘)η゚・*:.。. .。.:*・ ゚゚・* !!!!!
(  ́∀`)ゞ イラッシャーイ,5,5,5709,記号,一般,*,*,*,*,(  ́∀`)ゞ イラッシャーイ
(#゚д゚)yー~~イライラ,5,5,6099,記号,一般,*,*,*,*,(#゚д゚)yー~~イライラ
(゚⊿゚)イラネ,5,5,6314,記号,一般,*,*,*,*,(゚⊿゚)イラネ
(。a。)⌒y⌒ ヾ(  ́_ゝ`) イラネ,5,5,5122,記号,一般,*,*,*,*,(。a。)⌒y⌒ ヾ(  ́_ゝ`) イラネ
( ゚∀゚ω=====ヽ( ́д`;)イラネエヨ!!,5,5,5122,記号,一般,*,*,*,*,( ゚∀゚ω=====ヽ( ́д`;)イラネエヨ!!
(゚ж゚)イルネ,5,5,6314,記号,一般,*,*,*,*,(゚ж゚)イルネ
ヽ(`д ́)ノイレテクレヨ,5,5,6099,記号,一般,*,*,*,*,ヽ(`д ́)ノイレテクレヨ
(゚∀。),5,5,7532,記号,一般,*,*,*,*,(゚∀。)
ヽ(゚∀。)ノウェ,5,5,6261,記号,一般,*,*,*,*,ヽ(゚∀。)ノウェ
( 0w0)ノ ウェーイ,5,5,6057,記号,一般,*,*,*,*,( 0w0)ノ ウェーイ
( ・∀・)ノ ウェルコネ,5,5,5993,記号,一般,*,*,*,*,( ・∀・)ノ ウェルコネ
( ́;ω;`)ウッ...,5,5,5993,記号,一般,*,*,*,*,( ́;ω;`)ウッ...
( ゚д゚)ウッウー,5,5,6297,記号,一般,*,*,*,*,( ゚д゚)ウッウー
(人 ́∀`).☆.。.:*・゚,5,5,5709,記号,一般,*,*,*,*,(人 ́∀`).☆.。.:*・゚
・:*:・(* ́∀`*)ウットリ・:*:・,5,5,5122,記号,一般,*,*,*,*,・:*:・(* ́∀`*)ウットリ・:*:・
ウー c(`д ́c),5,5,6067,記号,一般,*,*,*,*,ウー c(`д ́c)
( ́ε`;)ウーン...,5,5,5993,記号,一般,*,*,*,*,( ́ε`;)ウーン...
(・∀・)ゥィルスー!!,5,5,6057,記号,一般,*,*,*,*,(・∀・)ゥィルスー!!
...(; ́д`)ウウッ...,5,5,5709,記号,一般,*,*,*,*,...(; ́д`)ウウッ...
( ́д⊂ヽウェェェン,5,5,6067,記号,一般,*,*,*,*,( ́д⊂ヽウェェェン
・゚・(つд`)・゚・ ウェーン,5,5,5709,記号,一般,*,*,*,*,・゚・(つд`)・゚・ ウェーン
ウワァァー。゚(゚ ́д`゚)゚。ーン!!!!,5,5,5122,記号,一般,*,*,*,*,ウワァァー。゚(゚ ́д`゚)゚。ーン!!!!
σ(゚д゚),5,5,7130,記号,一般,*,*,*,*,σ(゚д゚)
σ( ́д` ),5,5,6314,記号,一般,*,*,*,*,σ( ́д` )
σヽ(`д ́;)ノ うおおおお!,5,5,5984,記号,一般,*,*,*,*,σヽ(`д ́;)ノ うおおおお!
ウザー( ́∀`;)ー!!!!,5,5,5982,記号,一般,*,*,*,*,ウザー( ́∀`;)ー!!!!
(゚д゚)ウゼェェェ,5,5,6297,記号,一般,*,*,*,*,(゚д゚)ウゼェェェ
uzeeeeeeeeeeeeeeeeヾ(゚д゚)ノ ゙eeeeeeeeeeeeeeee!!!!!!!!!!,5,5,5122,記号,一般,*,*,*,*,uzeeeeeeeeeeeeeeeeヾ(゚д゚)ノ ゙eeeeeeeeeeeeeeee!!!!!!!!!!
(`皿 ́)ウゼー,5,5,6261,記号,一般,*,*,*,*,(`皿 ́)ウゼー
(  ́α`)ウゼー,5,5,6297,記号,一般,*,*,*,*,(  ́α`)ウゼー
ウゼーヽ( `皿 ́ )ノー!!,5,5,5709,記号,一般,*,*,*,*,ウゼーヽ( `皿 ́ )ノー!!
ウソォーσ(д゚|||ノ)ノーン!?,5,5,5122,記号,一般,*,*,*,*,ウソォーσ(д゚|||ノ)ノーン!?
 ゚д ゚)鬱死・・・,5,5,6067,記号,一般,*,*,*,*, ゚д ゚)鬱死・・・
∈(゚◎゚)∋ウナー,5,5,6297,記号,一般,*,*,*,*,∈(゚◎゚)∋ウナー
ウヒャーヽ(゚д゚)ノー !!!!!,5,5,5122,記号,一般,*,*,*,*,ウヒャーヽ(゚д゚)ノー !!!!!
( ゚д゚)ウヒョー,5,5,6297,記号,一般,*,*,*,*,( ゚д゚)ウヒョー
( ́∀`*)ウフフ,5,5,6297,記号,一般,*,*,*,*,( ́∀`*)ウフフ
(゚д゚)ウボァー,5,5,6261,記号,一般,*,*,*,*,(゚д゚)ウボァー
(゚д゚)ウマー,5,5,6314,記号,一般,*,*,*,*,(゚д゚)ウマー
(゚д゚)ウー(゚д゚)マー(゚a゚)イー...ヽ(゚∀゚)ノ...ゾォォォォォ!!!!,5,5,5122,記号,一般,*,*,*,*,(゚д゚)ウー(゚д゚)マー(゚a゚)イー...ヽ(゚∀゚)ノ...ゾォォォォォ!!!!
(゚д゚)ウモォー,5,5,6261,記号,一般,*,*,*,*,(゚д゚)ウモォー
ヽ(`д ́)ノウルサイゾ!,5,5,6099,記号,一般,*,*,*,*,ヽ(`д ́)ノウルサイゾ!
q(゚д゚ )ウルセェ,5,5,6067,記号,一般,*,*,*,*,q(゚д゚ )ウルセェ
ウルセー!!(((((;`д ́)≡⊃)`д)、;'.・,5,5,5122,記号,一般,*,*,*,*,ウルセー!!(((((;`д ́)≡⊃)`д)、;'.・
(; ́∀`)...うわぁ...,5,5,5709,記号,一般,*,*,*,*,(; ́∀`)...うわぁ...
"(、_'' (o)_: ( [三] ) _(o)`_, :::) うわぁぁぁああ!!",5,5,5122,記号,一般,*,*,*,*,"(、_'' (o)_: ( [三] ) _(o)`_, :::) うわぁぁぁああ!!"
ヽ(`д ́)ノウワァァァン,5,5,6099,記号,一般,*,*,*,*,ヽ(`д ́)ノウワァァァン
εε=ヽ( `д ́)ノ ウワァァァン,5,5,5122,記号,一般,*,*,*,*,εε=ヽ( `д ́)ノ ウワァァァン
ウワァァァァァァヽ(`д ́)ノァァァァァァン!,5,5,5122,記号,一般,*,*,*,*,ウワァァァァァァヽ(`д ́)ノァァァァァァン!
(゚∀゚)ー( ゚∀)ー(  ゚)ー(  )ー( ́  )ー(д ́ )ー(`д ́)ウワァァァン!!,5,5,5122,記号,一般,*,*,*,*,(゚∀゚)ー( ゚∀)ー(  ゚)ー(  )ー( ́  )ー(д ́ )ー(`д ́)ウワァァァン!!
(゚д゚)(。_。)(゚д゚)(。_。) ウンウン,5,5,5122,記号,一般,*,*,*,*,(゚д゚)(。_。)(゚д゚)(。_。) ウンウン
ヽ( ・∀・)ノ ウンコー,5,5,5993,記号,一般,*,*,*,*,ヽ( ・∀・)ノ ウンコー
(ノ・∀・)ノ=●ウンコー!!,5,5,5982,記号,一般,*,*,*,*,(ノ・∀・)ノ=●ウンコー!!
μηκο..._φ(゚∀゚ )アヒャ,5,5,5122,記号,一般,*,*,*,*,μηκο..._φ(゚∀゚ )アヒャ
ξミヽ(・∀・)ノξ ウンコナゲマクリ,5,5,5122,記号,一般,*,*,*,*,ξミヽ(・∀・)ノξ ウンコナゲマクリ
( ゚∀゚)つ●ウンコクウカ? ⊂(゚∀゚ )センキュゥー♪,5,5,5122,記号,一般,*,*,*,*,( ゚∀゚)つ●ウンコクウカ? ⊂(゚∀゚ )センキュゥー♪
●ヽ(゚∀゚)ノ● ウヒョー ! ウンコイタダキマース,5,5,5122,記号,一般,*,*,*,*,●ヽ(゚∀゚)ノ● ウヒョー ! ウンコイタダキマース
●_(゚∀゚ )≡ モヒョヒョヒョヒョ ヽ(a`)ノ≡ コラァァァ!! ウンコカエセヨー!!,5,5,5122,記号,一般,*,*,*,*,●_(゚∀゚ )≡ モヒョヒョヒョヒョ ヽ(a`)ノ≡ コラァァァ!! ウンコカエセヨー!!
( ・∀・)∩ ウンコビーム,5,5,6099,記号,一般,*,*,*,*,( ・∀・)∩ ウンコビーム
('a`)ヴァー,5,5,6314,記号,一般,*,*,*,*,('a`)ヴァー
( ゚д゚)ヴォケ!!,5,5,6067,記号,一般,*,*,*,*,( ゚д゚)ヴォケ!!
゚(∀) ゚ エッ?,5,5,6297,記号,一般,*,*,*,*,゚(∀) ゚ エッ?
(゚д゚≡゚д゚)エッナニナニ?,5,5,5709,記号,一般,*,*,*,*,(゚д゚≡゚д゚)エッナニナニ?
σ ゚д゚≡(   ノ)ノ エッ?,5,5,5984,記号,一般,*,*,*,*,σ ゚д゚≡(   ノ)ノ エッ?
σ(゚д゚) エッ!? オヨビデナイ!?,5,5,5122,記号,一般,*,*,*,*,σ(゚д゚) エッ!? オヨビデナイ!?
オニーチャン(*・∀・*)エッチー!!,5,5,5122,記号,一般,*,*,*,*,オニーチャン(*・∀・*)エッチー!!
グハッσ( ́д`(○=( ́∀\*)モォエッチー!!,5,5,5122,記号,一般,*,*,*,*,グハッσ( ́д`(○=( ́∀\*)モォエッチー!!
(`・∀・ ́)エッヘン!!,5,5,6099,記号,一般,*,*,*,*,(`・∀・ ́)エッヘン!!
(  ゚́д゚`)エー,5,5,6067,記号,一般,*,*,*,*,(  ゚́д゚`)エー
σ(゚д゚;エーッ!,5,5,6297,記号,一般,*,*,*,*,σ(゚д゚;エーッ!
( ̄д ̄)エー,5,5,6261,記号,一般,*,*,*,*,( ̄д ̄)エー
(つд⊂)エーン,5,5,6314,記号,一般,*,*,*,*,(つд⊂)エーン
工エエェェ( ́д`)ェェエエ工,5,5,5709,記号,一般,*,*,*,*,工エエェェ( ́д`)ェェエエ工
工エエェェ( ゚́д゚`)ェェエエ工,5,5,5122,記号,一般,*,*,*,*,工エエェェ( ゚́д゚`)ェェエエ工
エェー( ゚å゚;)ー!!?,5,5,6099,記号,一般,*,*,*,*,エェー( ゚å゚;)ー!!?
工工工エエエエエエェェェェェェ(゚д゚)ェェェェェェエエエエエエ工工工,5,5,5122,記号,一般,*,*,*,*,工工工エエエエエエェェェェェェ(゚д゚)ェェェェェェエエエエエエ工工工
エェー(・3・)ー!!,5,5,6067,記号,一般,*,*,*,*,エェー(・3・)ー!!
ヽ(゚д゚)ノ ええじゃないか,5,5,5982,記号,一般,*,*,*,*,ヽ(゚д゚)ノ ええじゃないか
(* ́д`*)エクスタシィー,5,5,5982,記号,一般,*,*,*,*,(* ́д`*)エクスタシィー
(  ́ー`)< エグいな,5,5,5993,記号,一般,*,*,*,*,(  ́ー`)< エグいな
(∀`*ゞ)エヘヘ,5,5,6261,記号,一般,*,*,*,*,(∀`*ゞ)エヘヘ
(* ́σー`)エヘヘ,5,5,6067,記号,一般,*,*,*,*,(* ́σー`)エヘヘ
ヽ(°▽、°)ノエヘヘヘヘ,5,5,5993,記号,一般,*,*,*,*,ヽ(°▽、°)ノエヘヘヘヘ
( ゚å゚) < エラいな,5,5,5993,記号,一般,*,*,*,*,( ゚å゚) < エラいな
( ・∀・)< エロいな,5,5,6057,記号,一般,*,*,*,*,( ・∀・)< エロいな
( `д ́)b オッケー!,5,5,6099,記号,一般,*,*,*,*,( `д ́)b オッケー!
オッケー☆⌒d( ́∀`)ノ,5,5,6099,記号,一般,*,*,*,*,オッケー☆⌒d( ́∀`)ノ
( ゚∀゚)o彡°おっぱい!おっぱい!,5,5,5122,記号,一般,*,*,*,*,( ゚∀゚)o彡°おっぱい!おっぱい!
オッフェ(=゚ω゚)ノ,5,5,6067,記号,一般,*,*,*,*,オッフェ(=゚ω゚)ノ
( 」゚д゚)」オーイ!,5,5,6057,記号,一般,*,*,*,*,( 」゚д゚)」オーイ!
l(・∀・ l) オーイ  (」・∀・)」 オーイ,5,5,5122,記号,一般,*,*,*,*,l(・∀・ l) オーイ  (」・∀・)」 オーイ
ヾ(゚д゚ )ォィォィ,5,5,6067,記号,一般,*,*,*,*,ヾ(゚д゚ )ォィォィ
ヾ(・∀・;)オイオイ,5,5,6067,記号,一般,*,*,*,*,ヾ(・∀・;)オイオイ
└ー→ωヽ(゚д゚ ) 残念 私のおいなりさんだ,5,5,5122,記号,一般,*,*,*,*,└ー→ωヽ(゚д゚ ) 残念 私のおいなりさんだ
σ(゚∀゚ ∫∫,5,5,6314,記号,一般,*,*,*,*,σ(゚∀゚ ∫∫
( ̄д ̄)ノ オウッ,5,5,6057,記号,一般,*,*,*,*,( ̄д ̄)ノ オウッ
( ́ж`;)ゥ・・ゥップ・・・,5,5,5709,記号,一般,*,*,*,*,( ́ж`;)ゥ・・ゥップ・・・
オエー( ́д`|||)ー!!!!,5,5,5984,記号,一般,*,*,*,*,オエー( ́д`|||)ー!!!!
ォオー!!(゚д゚屮)屮,5,5,6057,記号,一般,*,*,*,*,ォオー!!(゚д゚屮)屮
